,baseMean,log2FoldChange,lfcSE,pvalue,padj
LOC105378339,7.243819861,1.022765596,0.440412378,0.002722967,0.010223655
CTNNA3,113.4508694,-2.340858102,0.413265742,1.90E-09,8.10E-08
LOC105378340,20.77283453,-2.791160294,0.443548673,3.81E-11,2.67E-09
LOC101928961,27.56138583,-1.69821131,0.502750937,8.95E-05,0.000641419
LRRTM3,58.89582062,-1.543024154,0.487341039,0.000201907,0.001231765
DNAJC12,190.8437996,-1.677655183,0.365840399,6.27E-07,1.05E-05
ATOH7,4.07231472,-1.147201057,0.434673336,0.00124722,0.005439812
PBLD,1981.494545,-1.256983341,0.318158057,1.35E-05,0.000133828
DNA2,157.1792656,1.074634874,0.18976058,2.22E-09,9.27E-08
LOC101928994,9.594586054,1.200613163,0.500091773,0.001453174,0.006158258
HKDC1,486.5842593,1.797303205,0.409979569,5.62E-07,9.58E-06
ADAMTS14,19.57517312,1.285913657,0.494971991,0.000713195,0.003468118
PCBD1,787.5461301,-1.081049437,0.222447843,2.57E-07,5.02E-06
LOC107987148,4.404764204,1.753952496,0.560808413,0.000132238,0.000876881
LOC112268061,31.07502258,1.6304496,0.348708871,1.97E-07,4.01E-06
CDH23,222.2054862,-1.41991853,0.228320148,8.26E-11,5.34E-09
LOC105378356,25.9356987,-3.911509914,0.675023996,1.01E-09,4.61E-08
OIT3,723.577084,-1.94985014,0.362393129,9.75E-09,3.30E-07
P4HA1,3046.606581,-1.065972854,0.272780443,1.97E-05,0.000182305
PLAU,102.1261839,1.027112781,0.326626578,0.000224556,0.00133901
C10orf55,23.6412463,1.095760512,0.333941995,0.000132408,0.000877083
ZNF503-AS1,6.484808712,-1.081889783,0.292650942,4.14E-05,0.000339344
LOC101929347,6.02676679,1.004908148,0.362736907,0.000976052,0.004464288
DLG5-AS1,3.5229745,1.07985567,0.612060686,0.008201931,0.025042938
LOC107984245,15.03543432,1.909320664,0.521824139,1.20E-05,0.000122185
LOC105378379,6.505872143,-3.077938085,0.377007474,3.69E-17,1.19E-14
BMS1P21,29.05298885,-1.260234757,0.399732426,0.00025642,0.001494561
MBL1P,32.63934913,-1.093472508,0.390150386,0.000931816,0.004290114
SFTPD,12.3388862,-1.259134932,0.393148352,0.00020758,0.00125842
MAT1A,14582.28366,-1.761764115,0.348344596,5.81E-08,1.48E-06
DYDC1,1.926732416,1.663668262,1.023621862,0.003457562,0.012450795
DYDC2,14.7389963,2.778389895,0.678167616,1.27E-06,1.90E-05
NRG3-AS1,6.487934315,1.330151731,0.853776217,0.005348283,0.017676387
STAMBPL1,176.57809,1.331656802,0.273909383,1.07E-07,2.45E-06
KIF20B,276.580017,1.177796476,0.191663528,9.84E-11,6.25E-09
ANKRD1,29.36579958,-1.043866744,0.510017066,5.02E-05,0.000397631
CPEB3,659.2643475,-1.231323424,0.265785461,6.58E-07,1.10E-05
LOC107984254,34.30506579,-1.357490943,0.242761016,3.57E-09,1.38E-07
KIF11,171.6814409,2.207091836,0.309641815,4.65E-14,6.82E-12
CYP26A1,51.2914245,-2.181236618,0.55885172,1.12E-05,0.000115064
CEP55,52.48914918,3.082238615,0.422308135,1.06E-14,1.83E-12
LGI1,2.430464391,-1.259573538,0.771289609,0.009782865,0.028896015
SLC35G1,160.1284927,1.173176709,0.252556706,4.24E-07,7.60E-06
PLCE1-AS2,6.605661978,1.166845457,0.55577,0.00322599,0.011762068
LOC107984255,5.474544851,1.814277748,0.568406533,8.71E-05,0.000626701
PLCE1-AS1,9.070650464,2.197900553,0.439186036,3.71E-08,1.02E-06
HELLS,515.3011132,2.574938296,0.316586417,1.49E-17,5.67E-15
CYP2C19,1473.802837,-2.257747662,0.344488653,7.54E-12,6.48E-10
CYP2C9,10677.26301,-1.260133747,0.454545086,0.000849195,0.003984296
CYP2C8,10435.53452,-1.300823601,0.468372954,0.000804956,0.003821753
BLNK,403.3786491,-1.108771746,0.184498638,4.02E-10,2.07E-08
HOGA1,258.5526314,-1.425914506,0.293843359,1.94E-07,3.98E-06
CPN1,579.2241689,-1.19717962,0.309953633,2.06E-05,0.000188657
ERLIN1,1341.87583,-1.019647214,0.202571203,1.14E-07,2.57E-06
LOC107984262,3.243289061,2.090692142,0.698550998,0.000185298,0.001145762
KAZALD1,14.98372223,1.121479671,0.439620091,0.001151011,0.00510268
TLX1NB,3.13156339,3.382887899,0.863105525,6.18E-07,1.04E-05
TLX1,8.796102095,2.513365971,0.632276671,2.97E-06,3.81E-05
MIR146B,2.099660945,-2.20121653,0.933139381,0.001458552,0.006176874
LOC107984264,45.24204222,3.149457232,0.716262205,2.21E-07,4.43E-06
LOC107984265,24.14299031,1.427992226,0.346067128,3.09E-06,3.94E-05
LOC105378468,29.45758782,-2.694822835,0.590071903,5.93E-07,1.00E-05
LOC105378469,108.6405361,-1.357737168,0.646064182,0.004298925,0.014819153
LINC02624,29.59833601,-1.354640119,0.618717438,0.003515669,0.012618391
LOC105378480,10.25967394,2.131386402,0.441671989,9.31E-08,2.18E-06
RBM20,17.3713139,1.426759919,0.499620976,0.016516749,0.043804911
LOC105378485,3.411226042,1.071766504,0.828013445,0.012833513,0.035787607
LOC107984268,55.92829113,1.153918971,0.629701466,0.004539892,0.015469169
LOC107984269,10.74466219,2.0374673,0.722255989,0.000174344,0.001090115
ATRNL1,183.3116065,-1.115389736,0.415030951,0.00128124,0.00555728
LOC105378497,10.82826135,-1.172549328,0.4687437,0.001921906,0.007711057
GFRA1,576.9058844,-1.468121004,0.40461384,4.11E-05,0.00033763
DMBT1,46.1783176,2.881258305,1.37359149,0.000368402,0.002007914
C10orf88B,5.152596664,1.841874225,0.605788075,0.000149918,0.000969773
ACADSB,6212.146862,-1.328624531,0.290030128,7.67E-07,1.24E-05
LOC105378536,2.969815396,1.387566341,0.737816841,0.004280886,0.014775239
MKI67,714.4547047,3.575452778,0.375305319,3.62E-23,5.05E-20
LOC102724883,7.180087253,1.104569981,0.328397181,0.000132712,0.000878396
ADGRA1,2.733315574,-2.554649551,0.699796434,2.45E-05,0.00021809
ECHS1,3108.489158,-1.125936244,0.245547522,9.31E-07,1.47E-05
CYP2E1,23848.21987,-1.472978789,0.63465456,0.002364991,0.009091827
B4GALNT4,4.177589236,2.8379515,1.196022619,0.00920047,0.027447176
SIGIRR,111.6198367,-1.264684492,0.266476673,3.69E-07,6.75E-06
KRTAP5-AS1,3.791628651,1.112831109,0.71853,0.009521061,0.028235724
FAM99A,248.2179422,-1.010399938,0.517714274,0.008938242,0.026850038
FAM99B,131.172372,-1.453819443,0.458727018,0.000212289,0.001279239
SYT8,6.84748457,1.879218298,1.083008028,0.002005884,0.007998036
IGF2-AS,52.46204878,-1.547153041,0.505698213,0.000285373,0.0016326
TH,9.928927194,-2.750007351,0.601140271,5.23E-07,9.07E-06
CD81-AS1,37.30806268,-1.139139997,0.208757676,9.49E-09,3.23E-07
CD81,2557.359395,-1.041258108,0.235045904,2.15E-06,2.93E-05
KCNQ1OT1,2114.191278,1.278239425,0.337326341,1.36E-05,0.000134629
SNORA54,39.98091706,-1.247227532,0.162156538,2.42E-15,4.89E-13
OR51E1,6.413122519,2.554803429,0.51574279,6.82E-08,1.69E-06
OR51M1,2.31646653,1.548207115,1.300954076,0.007016684,0.02201884
TRIM6,30.72788457,1.338435665,0.299124346,7.63E-07,1.24E-05
OR56B1,4.810760472,1.160903994,0.933108307,0.010358559,0.03020534
LOC112268071,9.736108761,5.290930305,1.439904774,0.000211799,0.001276902
HPX,23130.45392,-1.48340153,0.410626087,4.29E-05,0.000349311
SYT9,126.8169361,-1.522824804,0.457828523,0.000119029,0.000804169
NRIP3,13.30344867,1.050814417,0.35634313,0.000446473,0.002359997
SNORA23,132.2103156,-1.275645732,0.1925944,6.42E-12,5.58E-10
ADM,180.8183716,-1.094338391,0.315373366,0.000104293,0.000724104
LYVE1,565.6170861,-1.995451802,0.478693212,3.81E-06,4.70E-05
SNORD97,136.4989729,-1.231092341,0.219191795,3.67E-09,1.42E-07
USH1C,65.53074231,1.12876315,0.837698696,0.008738899,0.02634901
LOC107984318,7.103706264,1.215555363,0.355932347,8.59E-05,0.000620052
SAA2-SAA4,2675.294242,-1.122316501,0.487729735,0.0034949,0.012561814
SAA4,1472.113768,-1.643525191,0.418743215,1.17E-05,0.000119547
E2F8,48.5520908,4.135403854,0.470117431,4.86E-20,3.81E-17
MUC15,15.66863837,1.287720432,0.716175631,0.003740945,0.013252594
LOC107987160,15.66837246,2.738656647,0.946166593,7.32E-05,0.000542084
BBOX1,199.9174701,-1.562174402,0.404402988,1.56E-05,0.000150848
CCDC34,59.15971308,1.434678818,0.252395377,1.16E-09,5.24E-08
KIF18A,63.14149339,3.276458404,0.390090629,1.49E-18,7.19E-16
DEPDC7,700.2134818,-1.176377454,0.294048932,1.20E-05,0.000121413
CAT,6111.856402,-1.123328021,0.259044271,2.89E-06,3.74E-05
EHF,508.9309622,1.990333027,0.398481996,2.79E-08,7.99E-07
PAMR1,110.1873396,-1.666894781,0.317617325,2.19E-08,6.49E-07
LOC101928563,6.91498857,2.211113736,1.123724235,0.00837874,0.025499012
C11orf96,135.721159,-2.184167437,0.482137497,7.37E-07,1.20E-05
CD82,261.3606452,-1.046481008,0.171239988,2.31E-10,1.29E-08
LARGE2,14.77071644,1.524977074,0.576305956,0.000438028,0.002319757
CREB3L1,20.28588131,1.516301807,0.613821302,0.000686926,0.003362535
MDK,117.9994372,3.101342499,0.43344663,2.18E-14,3.42E-12
CHRM4,9.114156414,2.056696865,0.554663858,1.03E-05,0.000106989
F2,9772.536681,-1.124274161,0.3110231,5.75E-05,0.000442975
LRP4-AS1,4.604675899,1.018872063,0.697871362,0.011979492,0.033873045
LRP4,74.8647253,1.122817213,0.499799714,0.002170509,0.008496476
PACSIN3,122.7490241,-1.232206082,0.248194614,1.28E-07,2.82E-06
FOLH1,314.6521057,-1.378953547,0.263011924,2.62E-08,7.53E-07
LRRC55,23.57328432,-2.049814289,0.445102174,5.00E-07,8.73E-06
P2RX3,9.51796302,-1.507555894,0.397369961,1.91E-05,0.00017792
GLYAT,1109.444297,-1.78170142,0.46624503,1.69E-05,0.000160433
GLYATL1,2006.585405,-1.031044947,0.386692124,0.00152642,0.006402697
LOC105369315,18.2138145,1.991190808,0.48388063,1.70E-06,2.43E-05
FAM111B,124.6056964,3.238470122,0.401058779,1.93E-17,6.92E-15
FAM111A-DT,31.19284598,1.216213839,0.178072719,1.32E-12,1.37E-10
MS4A6A,934.2018093,-1.204127628,0.275433209,2.32E-06,3.12E-05
PGA3,5.885830246,-1.521078942,0.401133013,1.79E-05,0.000168227
PGA4,5.412401054,-1.567042914,0.425839184,2.71E-05,0.000238361
PGA5,4.688813987,-1.275356029,0.375496978,9.32E-05,0.000662855
TKFC,1002.534329,-1.402666888,0.263585421,1.64E-08,5.11E-07
RPLP0P2,3.031853343,2.581128376,0.981116342,0.000247609,0.001453923
DAGLA,43.04699592,1.182430061,0.313509206,1.81E-05,0.000169809
FEN1,170.2641618,1.31381208,0.236274573,2.82E-09,1.13E-07
INCENP,156.8041604,1.058342285,0.217652849,1.71E-07,3.60E-06
SNORA57,30.87456644,-1.313897921,0.224530121,8.04E-10,3.82E-08
SLC22A10,1023.007938,-2.212033173,0.410142247,8.97E-09,3.07E-07
PLAAT5,3.486767323,1.777735508,0.82151661,0.001459685,0.006179781
PLAAT3,307.1244766,-1.045545571,0.246629624,5.01E-06,5.93E-05
RCOR2,3.627397882,1.258071491,0.600694091,0.003418926,0.012345329
SLC22A11,22.85441184,3.802525879,0.696517453,1.07E-09,4.85E-08
SLC22A12,4.938935583,3.844256428,1.190805639,1.73E-05,0.000163724
MIR194-2HG,48.9041511,1.022243084,0.274188906,2.84E-05,0.000247172
ATG2A,429.2190122,-1.080445934,0.153561978,4.46E-13,5.11E-11
CDCA5,54.75221495,3.267848289,0.384862209,7.48E-19,3.89E-16
FAUP4,14.67136999,1.955234262,0.534110692,1.16E-05,0.00011848
FOSL1,9.004706387,-1.026699542,0.613085713,0.014129214,0.038674619
CCS,238.6999497,-1.056115615,0.156081797,3.21E-12,3.02E-10
C11orf80,76.29582793,1.132323605,0.209470352,9.08E-09,3.10E-07
PC,1609.108684,-1.008300599,0.232364569,3.37E-06,4.24E-05
ACY3,62.884965,-1.088260709,0.323003085,0.000148907,0.000964727
LINC02754,69.37715643,-1.67619414,0.334562297,7.53E-08,1.83E-06
TESMIN,12.89218199,1.81143933,0.360103584,3.96E-08,1.07E-06
MYEOV,20.2326997,1.224437138,1.159671648,0.008230309,0.025108273
LOC105369370,15.84825393,2.677464466,0.850002352,0.002024001,0.008051083
LOC105379409,3.567170526,1.146891622,0.527355311,0.003250632,0.011833
ZNF705EP,18.63058579,1.082607463,0.383289845,0.000571873,0.002887791
DEFB131B,12.29410718,1.084610021,0.285513573,2.31E-05,0.000207026
FOLR2,159.5311149,-1.155553439,0.309246264,3.55E-05,0.000298555
LINC01537,6.6955441,-1.26083248,0.331651919,2.08E-05,0.000189889
PDE2A,205.4830372,-1.180829632,0.253378131,6.12E-07,1.03E-05
IUR1,3.802673592,1.027236436,0.471680515,0.004434863,0.015177248
PLEKHB1,45.8970748,1.3243719,0.615371653,0.001787807,0.007290698
DNAJB13,9.238266757,1.345391874,0.52195714,0.000763533,0.003657371
OR2AT4,4.367774424,3.515628509,0.899829434,1.16E-06,1.77E-05
MOGAT2,436.3411559,-1.277075793,0.520021448,0.001993361,0.007954422
DGAT2,1056.601947,-1.336891737,0.277355549,2.44E-07,4.80E-06
WNT11,25.54204257,-1.8067195,0.446266349,6.38E-06,7.26E-05
GVQW3,68.45264269,1.456643546,0.26418053,2.92E-09,1.17E-07
GUCY2EP,15.82349387,1.084996178,0.56414423,0.004669745,0.015840644
TSKU-AS1,6.261594025,1.091483696,0.392448969,0.000781584,0.00373339
THRSP,378.1819026,-1.29097513,0.605972509,0.004298791,0.014819153
DDIAS,42.80152753,1.319202189,0.273701654,1.45E-07,3.14E-06
GRM5,3.583159681,2.259726897,0.835802464,0.000288647,0.001648641
GRM5-AS1,1.332593047,2.169340725,0.811741111,0.011587623,0.033036772
NOX4,41.95639501,2.278847199,0.405653112,8.00E-10,3.81E-08
FOLH1B,147.8243948,-2.242766307,0.40513112,4.02E-09,1.52E-07
LINC02700,14.97335907,1.506482577,0.603189481,0.000655226,0.00323768
TRPC6,26.89113882,1.729503553,0.378603054,3.10E-07,5.82E-06
WTAPP1,23.29548762,2.458471881,0.785696059,4.37E-05,0.00035403
MMP1,15.47138308,4.08772231,0.733679732,0.002032705,0.008070353
MMP3,17.0773011,2.650635782,0.949534689,0.000106927,0.000738734
MMP12,61.0741915,4.10999437,0.713272519,1.62E-10,9.51E-09
MMP13,15.82986081,2.547648241,0.831735646,5.33E-05,0.000416976
CASP12,3.712799112,1.031679617,0.503051547,0.0056199,0.018440504
CASP1P2,3.729987127,1.127521448,0.541663994,0.004430134,0.015166141
LOC105369468,13.38839761,9.139506779,3.136567358,2.01E-06,2.79E-05
GRIA4,28.72828373,3.548444077,0.975278577,4.44E-06,5.37E-05
LOC112268081,10.05800318,1.080515428,0.508729995,0.003430156,0.012375192
EXPH5,463.5717281,-1.071268024,0.452682641,0.003201816,0.011696023
LINC02732,13.25744745,1.852068098,0.540022047,2.95E-05,0.000255499
COLCA1,42.1501986,1.536310726,0.418284108,1.55E-05,0.000149928
POU2AF3,36.33060793,2.297391545,0.451255214,1.45E-08,4.62E-07
BCO2,696.0440293,-1.363101951,0.407242189,0.000123349,0.000829777
NNMT,9703.151948,-1.594210015,0.444925782,4.52E-05,0.000364393
NXPE1,3.832335679,1.064174917,0.449004712,0.002592093,0.009844224
CADM1-AS1,62.84237711,1.000152123,0.32566898,0.000301413,0.001705694
LINC02698,4.484384801,1.104527446,0.657921496,0.007810319,0.0240521
LOC107987165,3.546338974,1.194448599,0.692944797,0.00621794,0.020003784
LINC02703,9.777712591,1.016881769,0.57622051,0.00755515,0.023372436
LOC112268082,3.984038882,1.816918032,0.748859622,0.000770163,0.00368445
LOC105369513,6.18516001,1.518446653,0.720509212,0.001740939,0.007118077
LOC107984393,20.83410826,1.256981363,0.603580533,0.002400525,0.009205864
LINC02702,6.565549221,1.55254961,0.661670316,0.001010778,0.004591319
APOA5,1543.624049,-1.663637949,0.396289386,3.60E-06,4.47E-05
APOC3,17802.28851,-1.332522314,0.376013971,5.78E-05,0.000444798
APOA1,26340.75367,-1.579519396,0.386164896,5.98E-06,6.90E-05
APOA1-AS,3327.608085,-1.327023673,0.340292812,1.55E-05,0.000150211
FXYD2,65.24060947,1.089879044,0.65498244,0.006795948,0.021452249
FXYD6,126.6503782,-1.084638655,0.214462481,9.07E-08,2.13E-06
TTC36-AS1,133.4085068,-1.603932601,0.198829586,1.06E-16,3.20E-14
TTC36,130.7574683,-2.230383002,0.44314247,6.11E-08,1.54E-06
SLC37A4,1333.151659,-1.123913468,0.204585678,8.13E-09,2.83E-07
USP2-AS1,10.27224707,1.226398566,0.503679988,0.001275466,0.00553798
THY1,267.9438665,1.950406115,0.387740492,2.25E-08,6.67E-07
NECTIN1,81.03479803,1.069590679,0.230390345,5.00E-07,8.73E-06
TLCD5,53.530319,1.517069401,0.30220204,3.96E-08,1.07E-06
SC5D,2150.611468,-1.13988992,0.249018467,9.30E-07,1.47E-05
HEPN1,47.28108871,-1.064245211,0.734702242,0.018901946,0.048784985
FEZ1,71.14257745,-1.263505949,0.245217717,4.63E-08,1.22E-06
CHEK1,92.43892739,1.83354898,0.298763717,4.78E-11,3.28E-09
ACRV1,2.990489669,2.559628735,0.729596583,2.73E-05,0.000239631
LOC105369552,5.299383543,1.765642033,0.700348454,0.000584926,0.002943088
LINC02725,5.950430768,-1.312962796,0.5520098,0.002214411,0.008618378
LOC105369565,4.668245403,1.840005409,0.470733576,9.11E-06,9.74E-05
LOC105369568,2.112986657,3.120105451,0.942596459,7.75E-06,8.50E-05
KCNJ1,5.810010829,-1.352885425,0.336827156,8.24E-06,8.93E-05
TMEM45B,660.1006007,1.972517092,0.339852261,3.39E-10,1.80E-08
NTM,46.50749272,2.367797678,0.551165483,5.72E-07,9.72E-06
LOC107984413,2.836802772,1.595310692,0.688834123,0.001536625,0.006436886
GLB1L3,3.798590211,2.845879023,1.042253857,0.010418615,0.030348721
B3GAT1,39.58888304,-2.012323481,0.513629097,1.09E-05,0.00011197
SLC6A13,122.0455037,-1.04734627,0.390830812,0.00143813,0.00610895
LOC102723544,5.099685332,1.717430583,0.748959928,0.001066635,0.004797278
FOXM1,114.0765606,2.231915554,0.322096624,1.72E-13,2.24E-11
LINC02827,6.571858644,-1.78800837,0.427307176,3.29E-06,4.15E-05
LOC100128253,4.949711846,-1.901994822,0.356786958,1.00E-08,3.37E-07
RAD51AP1,72.42179272,2.418507892,0.317040005,9.99E-16,2.24E-13
NTF3,12.31662186,-2.140738383,0.351839588,1.35E-10,8.12E-09
ANO2,56.49804888,1.253845774,0.38715685,0.000106027,0.000733871
LOC105369621,10.2084567,1.001899143,0.491557271,0.004890475,0.016464751
VWF,1427.689156,1.030663314,0.412738771,0.001461502,0.006185193
NCAPD2,335.3521441,1.176419758,0.226051707,2.32E-08,6.82E-07
CD4,866.5944947,-1.369139138,0.208934796,9.79E-12,8.16E-10
GPR162,21.28268924,-1.353364614,0.291361808,5.56E-07,9.51E-06
CDCA3,34.66586066,2.402726494,0.383822791,1.63E-11,1.27E-09
RPL13P5,9.301185951,1.034349869,0.262583206,1.58E-05,0.000152
C1R,14515.40665,-1.368310689,0.269028875,6.00E-08,1.51E-06
CD163,2886.087248,-1.16605901,0.310570699,3.26E-05,0.0002776
CLEC4D,6.650379987,-1.022075431,0.381595569,0.001402511,0.005983985
A2M-AS1,1328.041228,-1.077176158,0.279629127,2.44E-05,0.000217249
LOC728715,17.81927399,1.511843783,0.339553118,7.58E-07,1.23E-05
LOC107987172,7.588577348,1.397883541,0.449317846,0.000168693,0.001062992
LOC105376678,7.588023108,1.672534907,0.421800518,6.14E-06,7.04E-05
LOC408186,35.81617385,2.041357557,0.401116041,1.82E-08,5.56E-07
KLRF1,20.91173627,-1.159419183,0.306921643,2.82E-05,0.000245721
CLEC12A,107.7899401,-1.19716941,0.334011318,6.05E-05,0.000461798
CLEC1B,130.5881201,-2.384778771,0.480400629,8.72E-08,2.07E-06
OLR1,50.00497969,1.477321606,0.574195809,0.000529763,0.002714482
TMEM52B,5.100104429,2.13633805,0.759712009,0.000212019,0.00127792
TAS2R10,7.88754317,1.325579935,0.371975732,4.05E-05,0.000333633
LOC107984129,6.013089837,1.461080223,0.500291956,0.000285327,0.0016326
GPRC5D,30.62627675,1.037652283,0.249098339,4.90E-06,5.82E-05
LOC105369668,18.83923543,-1.574740703,0.516101631,0.000279533,0.001607252
GUCY2C,72.44241199,1.411607522,0.608770065,0.001069433,0.004808999
SLC15A5,5.461359107,2.447159242,0.486087814,0.00123606,0.005400524
LOC107984494,412.210356,1.044871757,0.305535975,8.45E-05,0.000611703
LMO3,82.3474104,1.140639253,0.318518774,3.97E-05,0.000327795
LOC105369677,4.794954939,1.968169752,0.62232355,0.008923519,0.026815443
SKP1P2,6.843840477,1.024464117,0.41268506,0.001846229,0.007477898
LINC02468,2.952653843,1.741157362,0.705164792,0.000894309,0.004150396
SLCO1B3,1259.864508,-1.637376795,0.596704676,0.000712443,0.003466479
SLCO1B3-SLCO1B7,945.6792823,-1.457394238,0.597591781,0.001788959,0.007293022
GYS2,2161.608498,-1.043102053,0.433252912,0.002990478,0.011047861
LOC105369689,76.0625907,-1.654349778,0.29950557,4.66E-09,1.74E-07
ABCC9,1817.275419,-1.467051192,0.289603394,6.23E-08,1.56E-06
LOC105369151,26.79797985,1.134137978,0.42786881,0.000823031,0.00388692
BCAT1,410.6696601,1.290384564,0.337472996,1.18E-05,0.000120507
LOC105369699,18.75430516,1.190323545,0.311989958,1.65E-05,0.000157762
PTHLH,9.669877885,1.562321738,0.989273534,0.003331105,0.012092606
LINC00941,5.27647334,1.364011759,0.606286858,0.001749564,0.007148683
DDX11-AS1,6.50031341,2.047585337,0.552198106,1.31E-05,0.000131122
DDX11,139.3913291,1.313645346,0.246318456,9.79E-09,3.30E-07
OVOS2,6.152676287,2.422130099,0.507343589,0.011405682,0.032629274
BICD1,186.8029141,1.484743363,0.251032198,2.63E-10,1.45E-08
SYT10,14.09605711,-2.292822133,0.560868632,4.86E-06,5.78E-05
CPNE8-AS1,16.38559505,-1.343644883,0.252432177,1.54E-08,4.83E-07
NELL2,33.73452796,1.154764971,0.48027913,0.001440848,0.006115316
SLC38A2,11911.94127,-1.217560646,0.235397009,3.61E-08,1.00E-06
TMEM106C,384.0137488,1.081171945,0.227390129,2.75E-07,5.27E-06
COL2A1,32.87374377,9.544541375,1.394312365,7.04E-09,2.48E-07
TROAP-AS1,3.439207863,2.787536188,0.693813013,3.50E-06,4.37E-05
TROAP,34.23844487,3.497043442,0.428827876,1.52E-17,5.70E-15
SPATS2,239.0667019,1.40773764,0.1828952,1.31E-15,2.84E-13
LOC100335030,27.0269178,1.404825479,0.253512397,3.04E-09,1.21E-07
RACGAP1,205.3936415,2.202063216,0.296752524,5.03E-15,9.21E-13
ASIC1,8.358266042,1.335096325,0.628386286,0.002098876,0.008267659
GPD1,749.8168165,-1.108809879,0.390689975,0.000834625,0.003932108
LOC107984505,9.765414898,1.045788969,0.333909803,0.000276661,0.001594759
FAM186A,16.36786407,1.069031493,0.384307154,0.000680454,0.003333456
SNORD133,16688.67808,-1.615240384,0.304660637,1.64E-08,5.11E-07
KRT86,13.45682447,1.107155371,0.616347515,0.005616284,0.018431049
KRT6B,0.750409991,1.940928039,1.153964188,0.016822799,0.044439514
ESPL1,101.645989,1.901683201,0.403954543,1.21E-07,2.70E-06
NFE2,4.641873308,-1.214529898,0.456206595,0.001094434,0.004897723
PPP1R1A,290.6760925,-1.759553135,0.376545112,4.00E-07,7.23E-06
RDH5,115.7749981,-1.469039839,0.286175952,4.42E-08,1.18E-06
SLC39A5,539.8236958,-1.464471065,0.363229844,8.26E-06,8.95E-05
APOF,1816.86298,-1.820295944,0.4723043,1.44E-05,0.000141484
HSD17B6,5890.643327,-1.034398725,0.385365921,0.001395424,0.005961855
RDH16,2263.983525,-1.644017377,0.457290211,4.23E-05,0.000345343
MYO1A,24.72395695,2.014693908,0.480291161,1.24E-06,1.87E-05
NDUFA4L2,31.59066502,1.24893332,0.430654734,0.018029411,0.047044656
B4GALNT1,21.21858613,2.119034889,0.34326832,3.77E-11,2.66E-09
GIHCG,12.79722821,1.001635998,0.359952035,0.000806825,0.003829178
AVPR1A,1144.893369,-1.694210932,0.555742523,0.000276912,0.001595838
C12orf56,6.319844387,1.390113395,0.566861457,0.001082635,0.004857304
HMGA2,30.52603419,4.106128127,1.160980861,4.76E-06,5.68E-05
HMGA2-AS1,16.40374469,3.095869771,0.876960865,9.15E-06,9.77E-05
LOC105369813,4.44891133,2.125804771,0.682481457,0.00010663,0.00073727
